GeneID	GeneName	blastula 128-cell	blastula1k-cell	blastuladome	cleavage2-cell	gastrula50-epiboly	gastrula75-epiboly	gastrulashield	hatchinglong-pec	larvalday4	larvalday5	larvalprotrudingmouth	pharyngulaprim-15	pharyngulaprim-25	pharyngulaprim-5	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	zygote
ENSDARG00000058358	krt8	2	1	116	2	749	1440	1169	291	253	294	252	410	219	440	879	424	429	3
ENSDARG00000058365	hspb8	0	0	0	0	0.1	0.5	0	13	10	7	12	30	21	38	7	10	23	0
ENSDARG00000058366	si:dkey-222f8.3	28	26	30	38	39	36	40	11	13	11	12	13	9	16	15	11	14	35
ENSDARG00000058367	abhd14a	13	15	15	7	10	3	5	3	5	4	4	3	3	2	3	2	3	5
ENSDARG00000058369	mex3b	7	4	114	2	138	90	98	51	19	19	23	66	82	57	52	64	73	0.7
ENSDARG00000058370	ropn1l	0.6	0	0	0	0.3	0.6	0.6	1	0.8	0.8	0.8	1	0.8	1	2	2	3	0
ENSDARG00000058371	krt5	0.6	0.7	21	1	381	895	599	708	698	858	889	527	329	1029	1105	1126	1116	0.8
ENSDARG00000058372	mcph1	22	17	5	9	3	6	3	1	0.4	0.4	0.6	2	1	3	6	4	4	4
ENSDARG00000058379	otpb	0.8	0.1	3	3	1	0	0.4	45	11	11	18	20	37	10	3	4	5	4
ENSDARG00000058381	zgc:171775	0	0	0	0	0	0.2	0	15	11	10	13	22	10	22	6	15	16	0
ENSDARG00000058389	ccl19a.1	0	0	0	0	0	0	0	0.4	2	2	1	0	0	0	0.9	1	0	0
ENSDARG00000058390	acot9.2	0	0	0	0	0	0.4	0.4	2	2	1	2	4	5	3	2	2	2	0
ENSDARG00000058392	adcy2a	0	0	0	0	0.1	0.5	0.3	0.3	2	2	2	0.1	0.2	0.1	0.1	0	0.1	0
ENSDARG00000058394	tagln3b	0	0	0	0	0	2	0	5	7	5	11	7	5	8	7	5	6	0
ENSDARG00000058410	acbd5b	0	0	0	0	0	0	0	0	1	0.7	1	0	0	0	0	0	0	0
ENSDARG00000058413	rnaset2l	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000058416	si:dkey-11m19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSDARG00000058419	gcn1	12	12	11	8	15	23	17	18	19	24	16	25	24	35	44	35	35	6
ENSDARG00000058421	lgi1b	0	0	0	0	0.3	0.2	0.1	12	5	5	5	4	9	2	0.3	0.6	0.9	0
ENSDARG00000058425	rab35b	75	101	90	22	32	16	20	10	8	9	11	10	11	11	13	12	12	16
ENSDARG00000058444	snx6	1	2	1	0.7	0.6	0.8	0.4	3	3	2	3	3	3	3	3	3	3	0.7
ENSDARG00000058445	zgc:136472	3	4	2	2	0.5	1	1	0.5	10	10	6	0	0	0	0.5	0	0	2
ENSDARG00000058448	zrsr2	5	7	6	7	7	9	8	3	2	2	2	3	4	4	8	6	6	6
ENSDARG00000058451	rpl6	128	165	236	272	407	794	567	1771	1435	1695	1402	2138	1859	2208	1566	2255	2218	210
ENSDARG00000058452	abhd17c	80	79	69	61	32	22	20	15	10	9	14	18	20	20	29	28	25	82
ENSDARG00000058454	dynll1	19	25	341	30	954	539	1100	184	108	76	138	204	172	203	196	261	197	19
ENSDARG00000058459	plekhg2	10	11	2	4	0.4	0.7	0.3	3	3	2	3	2	3	2	1	1	2	3
ENSDARG00000058461	ice1	36	35	7	9	9	10	9	3	3	3	3	4	5	5	9	6	7	3
ENSDARG00000058462	zgc:158846	0	0.5	0.4	0	0	0	0	1	210	243	78	2	0.6	0.5	0	0.2	0.4	0
ENSDARG00000058463	ndufab1a	39	43	49	23	69	60	55	54	71	48	70	62	66	60	78	88	81	13
ENSDARG00000058464	zgc:152698	0	0	0	0	0	0.8	0	0.9	1	1	2	0	0.9	0.4	0.8	0.8	0	0
ENSDARG00000058467	prpf40a	95	78	84	100	95	71	87	34	19	17	23	46	50	55	81	74	68	105
ENSDARG00000058470	mapk13	3	6	6	3	4	1	4	3	5	5	4	3	3	3	3	3	3	4
ENSDARG00000058471	plk1	333	304	152	518	124	154	182	41	16	9	20	75	68	85	110	96	93	705
ENSDARG00000058473	st6galnac3	0	0.2	0	0	0	0	0	1	1	1	1	0.8	2	1	1	1	2	0
ENSDARG00000058475	ern2	1	0.9	0.9	0.2	0.3	0.3	0.1	0.6	2	2	1	0.6	0.4	0.5	0	0	0	0
ENSDARG00000058476	stc1l	0	0	0	0	0	0	0	3	5	7	4	2	0.7	0	0	0	0	0
ENSDARG00000058479	zgc:110425	0	0	6	0	20	15	14	1	1	0	1	1	2	2	13	11	10	0
ENSDARG00000058480	chtf18	23	24	23	5	19	13	18	4	3	2	2	9	8	12	15	13	12	3
ENSDARG00000058486	caps2	0.3	0	0	0	0	0	0	0	0.4	0.5	0.2	0	0.3	0	0	0.4	0.3	0
ENSDARG00000058488	adora2ab	0	0	0.2	0	2	10	4	0.4	0.8	0.9	0.6	0.3	0.1	0.5	2	0.6	0.6	0
ENSDARG00000058492	si:dkey-30c15.17	0	0	0	0	0	0	0	0.8	2	1	1	0	0	0	0	0	0	0
ENSDARG00000058494	dnaja3a	47	60	26	14	6	10	5	8	12	15	11	7	10	8	14	13	13	9
ENSDARG00000058498	slc9a3.1	0	0	0	0	0	0	0	0.4	1	0.8	0.7	0.4	0.3	0.3	0	0	0.1	0
ENSDARG00000058502	olah	4	3	1	3	0.5	1	0.5	2	4	4	3	1	1	1	1	0.8	1	1
ENSDARG00000058503	flt3	0.1	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0
ENSDARG00000058504	ap1s2	29	44	42	46	24	20	17	48	25	22	31	63	63	58	47	67	70	52
ENSDARG00000058508	CFAP70	1	0.9	0.5	0.6	0.2	0.2	0.3	0.2	0.1	0.2	0.3	0	0.1	0.1	0	0.3	0.1	0.6
ENSDARG00000058522	shq1	16	13	5	13	1	2	1	0.7	1	2	1	0.9	0.9	1	2	2	2	17
ENSDARG00000058528	cnot10	27	23	10	20	8	11	12	7	6	6	5	7	7	7	8	7	8	16
ENSDARG00000058532	pimr209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.6	0	0
ENSDARG00000058533	pole	7	7	4	10	4	8	5	4	3	2	2	10	9	12	12	12	12	9
ENSDARG00000058538	alcamb	0.1	0	15	0.1	163	386	260	37	20	18	28	60	48	95	359	168	128	0
ENSDARG00000058543	lama5	0	0	0	0	0.6	0.3	0.9	9	9	8	9	12	8	15	10	13	14	0
ENSDARG00000058547	si:ch73-160i9.3	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0
ENSDARG00000058548	bves	0	0	0	0	0	0	0	11	12	9	12	18	14	12	0.2	0.9	4	0
ENSDARG00000058551	popdc3	0	0	0	0	0	0	0	3	3	3	2	2	3	1	0.2	0	0.2	0
ENSDARG00000058553	sprb	0	0	0	0	0	0	0	6	0.6	0.6	2	12	11	9	0	0	0.5	0
ENSDARG00000058556	muc5.2	0	0	0	0	0	0	0	0.4	0.7	0.3	0.8	0.1	0.1	0	0	0	0	0
ENSDARG00000058558	lzts3b	0	0	0	0	0	0	0	0.9	3	3	2	0.3	0.7	0	0	0	0	0
ENSDARG00000058560	adrm1	17	15	21	4	35	81	61	62	39	33	45	72	89	82	65	76	85	2
ENSDARG00000058561	fbxo30a	16	14	7	12	1	1	1	3	2	2	2	3	3	3	3	2	3	7
ENSDARG00000058562	znf990	14	15	6	4	6	7	6	2	2	2	2	2	2	2	4	4	3	3
ENSDARG00000058563	ubox5	6	5	4	1	2	5	3	4	4	5	4	4	4	4	5	4	4	1
ENSDARG00000058565	BX640518.1	4	5	2	0.7	3	3	3	2	2	3	2	2	3	2	3	2	2	0
ENSDARG00000058566	si:dkey-253d23.5	4	5	3	3	4	4	3	2	2	1	1	1	2	1	3	3	2	2
ENSDARG00000058567	avp	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0
ENSDARG00000058571	pdp2	14	15	7	9	3	5	4	2	1	0.8	2	2	3	2	4	4	3	5
ENSDARG00000058574	abcg2c	6	7	6	0.6	5	5	6	11	8	5	9	12	11	12	10	12	12	0.1
ENSDARG00000058578	ccdc106b	32	31	33	10	9	0.9	3	0.5	0.4	0.5	0.4	0.5	0.4	0.5	1	0.9	0.9	25
ENSDARG00000058579	si:ch211-274f20.2	0	0	0	0	0	0	0	0.9	3	1	2	0.6	0.2	0.8	0	0	0	0
ENSDARG00000058585	chst2b	0	0	0	0	0	0	0	1	3	4	3	0.4	0.8	0.5	1	0.9	1	0
ENSDARG00000058587	ccdc79	0.3	0.6	0.4	0.1	0.2	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0
ENSDARG00000058593	sri	14	13	12	4	17	10	12	41	44	28	47	45	31	31	12	14	22	0.8
ENSDARG00000058597	nt5c3a	5	4	13	4	12	3	6	62	22	20	40	86	61	91	18	24	44	1
ENSDARG00000058598	sox18	0	0	0	0	0	0	0	9	4	5	4	7	10	5	0.2	1	3	0
ENSDARG00000058601	gdap1	0	0	0	0	0	0	0	4	10	10	10	2	3	1	0	0	0.8	0
ENSDARG00000058603	jph1a	0	0	0	0	0	0	0	6	9	13	5	4	4	2	0	0	0.3	0
ENSDARG00000058605	vsig10	36	43	21	6	17	29	27	4	6	5	5	5	3	6	13	7	6	6
ENSDARG00000058606	sik1	0	0	0.1	0	1	1	1	13	21	32	16	4	4	5	2	3	5	0
ENSDARG00000058608	wsb2	11	11	6	4	2	0.6	1	1	3	3	2	0.5	0.6	0.6	0.6	0.5	0.5	3
ENSDARG00000058630	zgc:162472	22	20	9	23	3	3	2	4	4	4	3	4	5	5	5	5	5	19
ENSDARG00000058631	CABZ01030107.1	0	0	0	0	0	0	0	1	4	3	3	0.9	1	0	0	0	0	0
ENSDARG00000058638	si:ch211-71m22.1	8	8	4	3	2	1	1	1	13	7	9	0.8	0.6	1	0.9	0.5	0.5	2
ENSDARG00000058644	dnajb2	2	2	2	4	0.8	1	0.5	2	2	3	2	2	3	2	2	3	3	3
ENSDARG00000058646	ptprna	0	0	0	0	0	0	0	9	19	20	17	19	19	15	1	11	16	0
ENSDARG00000058647	hck	0	0	0.2	0	0.3	0.3	0.4	0.6	1	0.9	0.8	0.6	0.6	0.7	0.4	0.3	0.6	0
ENSDARG00000058649	trim46b	0	0	0	0	0	0	0	3	5	6	5	0.9	2	0.4	0	0	0.2	0
ENSDARG00000058650	dpm3	4	5	6	12	9	21	18	11	13	8	17	14	15	16	28	24	23	8
ENSDARG00000058656	desma	0	0	0	0	0.4	0	0.4	178	106	100	103	329	213	286	13	51	120	0
ENSDARG00000058658	si:dkey-178e17.3	0	0	0	0	0	0	0	1	3	2	2	3	2	4	0.7	3	6	0
ENSDARG00000058660	ilf3a	66	60	70	85	76	51	70	24	17	14	18	28	30	38	57	51	46	93
ENSDARG00000058663	pimr94	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
ENSDARG00000058666	dennd2da	0.3	0	0	0.3	0.3	4	2	5	6	6	5	7	6	9	7	11	10	1
ENSDARG00000058672	si:dkey-266f7.1	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0
ENSDARG00000058678	aqp10b	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0.5	0
ENSDARG00000058679	zgc:114104	22	19	12	12	5	6	3	2	2	2	1	3	2	2	3	2	3	9
ENSDARG00000058690	cgnb	24	22	11	19	8	12	12	2	3	3	2	4	2	3	3	2	3	12
ENSDARG00000058692	fzd3b	4	5	3	1	0.8	0.6	0.6	1	3	2	3	1	1	1	1	1	1	0.6
ENSDARG00000058693	cast	44	47	49	10	32	53	28	49	68	71	54	60	47	61	67	54	58	5
ENSDARG00000058695	ddr2b	0	0	0	0	0	0	0	0.6	4	4	5	0	0	0	0	0	0	0
ENSDARG00000058696	tbl1xr1a	2	1	2	1	12	26	21	14	10	12	12	15	17	17	19	19	18	0.4
ENSDARG00000058699	tmeff2b	0	0	0	0	0	0	0	5	8	6	8	3	3	2	0	1	2	0
ENSDARG00000058701	nos1apb	0	0	0	0	0	0	0	0.4	2	2	1	0.1	0.4	0	0	0	0	0
ENSDARG00000058702	vax2	0	0	0	0	0	0	0	0.4	0	0.8	0.8	0.8	1	0.9	0	0.6	0.6	0
ENSDARG00000058710	terf1	69	75	25	23	10	13	13	3	2	3	2	8	6	10	12	12	11	25
ENSDARG00000058716	cept1a	6	7	5	4	1	0.4	0.6	0.4	0.3	0.9	0.4	0.4	0.5	0.5	0.6	0.9	0.8	3
ENSDARG00000058719	si:dkey-119f1.1	27	27	9	20	2	1	0.9	2	2	2	1	3	4	5	5	6	5	14
ENSDARG00000058725	rfesd	0	0	0	0	0	0	0	4	1	1	2	6	3	6	0	3	10	0
ENSDARG00000058728	nudt2	35	35	32	42	24	6	13	7	8	6	9	10	11	8	11	17	15	45
ENSDARG00000058729	akirin2	129	121	103	203	110	111	125	38	22	18	25	46	48	52	73	77	71	210
ENSDARG00000058730	rdh10a	7	7	11	4	31	41	32	24	22	18	25	26	28	33	26	37	37	3
ENSDARG00000058731	slc2a6	0	0	0	0	0	0	0	0.1	0.9	0.6	0.1	0.2	0.3	0.2	0	0	0.2	0
ENSDARG00000058732	scgn	0	0	0	0	0	0	0	1	3	2	2	2	1	0.6	0	0	0.4	0
ENSDARG00000058733	ihha	0	0	0	0	0	1	0.5	1	4	3	3	0.5	0	0.6	0.5	0	0.4	0
ENSDARG00000058734	prdx1	25	42	45	11	35	4	13	28	25	14	25	52	42	21	14	11	12	12
ENSDARG00000058736	gabra6b	0	0	0	0	0	0	0	0	0.7	1	0.7	0	0	0	0	0	0	0
ENSDARG00000058738	SLC26A6 (1 of many)	0	0	0	0	0	0	0	0.7	0.7	0.8	0.7	0.9	0.4	0.5	0	0	0.3	0
ENSDARG00000058740	ube2r2	20	19	18	5	9	6	6	4	7	6	5	3	4	4	4	3	3	1
ENSDARG00000058746	ubap1	49	56	39	23	17	12	13	11	12	10	12	10	12	10	11	11	12	19
ENSDARG00000058753	si:ch73-213k20.5	0.2	0	0.2	0	0.1	0.3	0.2	0.1	0.3	0	0.3	0.1	0	0.2	0.1	0.3	0	0
ENSDARG00000058759	si:ch73-27e22.1	0	0	0	0	0	0	0	0	0.3	0.2	0	0	0	0	0	0	0	0
ENSDARG00000058771	nav1b	4	5	2	1	0.4	0	0.1	1	4	4	2	0.4	0.8	0.6	0	0	0.2	0.6
ENSDARG00000058775	SLC22A3	0	0	0	0	0	2	0	1	2	1	2	2	2	5	9	5	5	0
ENSDARG00000058780	slc9a2	12	12	13	3	21	19	24	2	2	2	2	3	2	3	3	0.9	2	3
ENSDARG00000058782	si:ch73-242m19.1	0	0	0	0	0	0	0	0.2	0.1	0.2	0.1	0.1	0.2	0.3	0.1	0.2	0.3	0
ENSDARG00000058794	zgc:113324	1	2	0.8	0.6	1	2	1	1	2	2	2	0.6	1	0.9	0.4	0.7	0.6	0
ENSDARG00000058799	mybpha	0	0	0	0	0	0	0	0.6	22	16	17	0.9	2	0.4	0	0	0.2	0
ENSDARG00000058800	rab25a	0	0	1	0	18	18	22	7	4	3	4	12	8	8	9	8	8	0
ENSDARG00000058801	rev3l	8	11	8	2	4	2	2	3	4	5	3	3	3	4	6	5	5	1
ENSDARG00000058803	grk1a	0.2	0.1	0.6	0	0.7	0.2	0.3	0	7	6	5	0	0	0	1	0.3	0.3	0
ENSDARG00000058806	apoa1bp	30	27	17	49	5	0.6	2	6	8	6	9	7	5	6	3	5	6	22
ENSDARG00000058815	ihhb	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	3	0
ENSDARG00000058818	rbm38	68	80	61	47	21	83	34	9	8	7	11	8	8	9	29	18	13	35
ENSDARG00000058819	nog1	0	0	1	0	2	4	4	2	1	1	2	2	2	2	4	4	4	0
ENSDARG00000058820	bin1b	16	34	15	2	7	0.7	2	9	7	6	8	32	16	20	2	2	5	2
ENSDARG00000058821	sema5a	1	0.7	0.4	0.6	0.3	0.1	0.1	5	9	9	9	3	4	2	0.2	0.5	1	0.4
ENSDARG00000058822	wnt3a	0	0	0	0	0.9	1	0.7	0.5	0.7	0.6	0.4	1	0.9	1	3	2	2	0
ENSDARG00000058824	mrpl4	2	2	5	0.5	16	19	20	23	23	20	31	30	31	31	31	34	34	0
ENSDARG00000058828	ccdc51	16	16	11	5	17	8	5	8	6	4	8	8	6	9	10	9	9	2
ENSDARG00000058830	zdhhc3b	3	3	4	2	7	12	9	4	5	4	4	5	4	5	9	7	6	1
ENSDARG00000058835	PLEKHG3	3	3	1	0.6	0.1	0	0	0.6	2	2	1	0.8	0.5	0.9	0.3	0.3	0.6	0.2
ENSDARG00000058839	si:ch73-247j11.2	0	0	0	0	0	0	0	1	0.5	0.1	0.4	2	0.7	3	0	0.4	1	0
ENSDARG00000058848	mcoln1b	0	0.2	0.4	0	0	0	0	1	2	4	2	1	1	1	0.4	0.4	0.4	0
ENSDARG00000058853	SASH1 (1 of many)	11	9	6	11	0.7	0.6	0.3	5	3	3	4	6	5	5	1	1	3	13
ENSDARG00000058857	zgc:112052	7	10	9	5	9	13	10	7	8	8	9	8	9	9	14	13	11	5
ENSDARG00000058861	ncl1	63	56	54	33	27	25	20	27	20	14	28	32	37	39	52	55	49	55
ENSDARG00000058865	endog	11	12	19	12	9	3	7	6	7	3	11	8	7	10	7	9	10	9
ENSDARG00000058868	apc	37	36	28	17	15	14	14	20	24	23	23	15	19	12	10	8	11	22
ENSDARG00000058869	CABZ01040556.1	1	1	0.5	0	0.9	1	2	1	1	1	0.5	0.9	1	1	0.9	0.9	0	0
ENSDARG00000058871	si:ch73-142c19.1	0.7	0.4	1	0	0.4	0.4	0.3	1	2	2	1	1	0.8	0.9	2	1	1	0.1
ENSDARG00000058873	ptpdc1b	0.5	0	1	0.2	1	4	1	1	4	4	3	1	2	2	11	4	6	0.3
ENSDARG00000058874	zgc:113227	11	12	7	14	7	8	7	1	0.8	2	0.6	2	2	2	7	6	3	9
ENSDARG00000058876	mmp16b	0	0	0	0	0	0	0	0.8	2	2	2	0.5	0.9	0.3	0	0	0.1	0
ENSDARG00000058880	cldnj	0	0	0	0	0.6	0.6	1	2	2	1	2	2	2	2	0.6	1	3	0
ENSDARG00000058885	ttc29	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0.5	0
ENSDARG00000058892	cep170ab	0	0	0	0	0	0	0	0.7	1	1	1	0.3	0.5	0.2	0	0	0	0
ENSDARG00000058893	nhej1	29	29	6	85	5	5	7	2	2	2	2	3	2	4	6	5	5	118
ENSDARG00000058903	GPR161 (1 of many)	0.1	0	0.5	0	3	7	4	5	4	4	4	6	7	7	7	8	8	0
ENSDARG00000058906	si:ch211-181l5.2	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0
ENSDARG00000058917	nnr	0	3	189	0	197	62	146	0	0	0	0	0	0	0	0.9	0	0	0
ENSDARG00000058939	b4galnt3b	15	15	6	7	1	2	1	2	3	3	3	4	3	5	6	4	4	6
ENSDARG00000058940	si:ch211-248e11.2	0.9	2	2	1	0.9	0.5	0.8	2	2	2	2	2	2	2	1	2	3	0
ENSDARG00000058943	cdcp1a	23	28	19	5	15	23	21	2	1	2	2	1	0.7	2	2	2	2	5
ENSDARG00000058944	SBK2	0	0	0	0	0	0	0	0.9	8	6	4	0	0.9	0	0	0	0	0
ENSDARG00000058946	CU856539.2	11	8	4	35	0.5	0	0.2	4	7	6	5	4	3	4	2	3	4	35
ENSDARG00000058949	SPIN2B	13	16	8	10	5	4	4	10	11	9	7	6	7	5	4	3	5	5
ENSDARG00000058953	abcc4	4	4	3	1	1	1	0.8	3	6	5	4	4	4	5	6	5	6	0.7
ENSDARG00000058958	si:ch73-106l15.3	0.5	0.3	0.9	0	2	1	1	0.5	0.5	0.6	0	0.5	0	0.6	2	1	1	0
ENSDARG00000058960	otol1b	0	0	0	0	0	0	0	0.4	0.4	0.4	0.7	0	0	0	0	0	0	0
ENSDARG00000058961	ngfa	0.5	0	0.5	0.5	0	0	0	1	2	1	2	0.8	0.6	0.4	0	0.2	0.4	0
ENSDARG00000058962	txnl4b	21	27	13	40	7	7	6	4	2	4	3	4	4	4	5	4	3	33
ENSDARG00000058964	themis2	0	0.1	0.9	0	2	2	1	2	2	2	1	1	1	1	2	1	2	0
ENSDARG00000058966	zgc:112332	0	0	8	0	6	1	2	2	3	3	3	1	2	2	1	3	3	0
ENSDARG00000058968	haus1	5	3	5	7	5	11	9	5	2	1	3	10	9	13	13	13	13	18
ENSDARG00000058969	cntnap2a	0.3	0.2	0.3	0	0.1	0	0.1	2	5	5	4	0.3	1	0.1	0	0	0	0
ENSDARG00000058978	zgc:113423	8	8	4	7	3	5	3	3	3	3	2	2	3	3	2	2	2	4
ENSDARG00000058984	rad23ab	4	5	7	4	5	2	4	2	5	6	4	3	2	5	3	2	3	3
ENSDARG00000058985	KCNJ6	0.2	0.2	0.2	0	0.1	0	0	2	4	4	4	1	1	0.8	0.3	0.3	0.7	0
ENSDARG00000058988	KCNJ15	0	0	0	0	0	0	0	0.8	2	2	2	0.7	0.6	1	0	0	0	0
ENSDARG00000058990	slc35a2	7	6	6	6	10	9	10	3	3	3	4	4	3	3	5	4	5	3
ENSDARG00000058991	CU571081.1	0	0	0	0	0	0	0	0.2	0.5	0.7	0.4	0.1	0.1	0	0	0	0	0
ENSDARG00000058992	cers2b	0.3	0.4	7	0.4	46	118	72	6	5	4	5	8	5	13	44	15	16	0.1
ENSDARG00000058993	rock1	27	26	25	11	15	8	7	10	10	10	10	11	11	15	14	13	14	8
ENSDARG00000058994	stx1a	0	0	0	0	0	0	0	0	1	0.5	0.5	0	0	0	0	0	0	0
ENSDARG00000058995	jmjd4	5	4	1	3	2	2	2	4	4	4	5	3	4	3	3	3	4	1
ENSDARG00000058996	jam2a	41	43	38	81	17	4	11	6	8	9	6	8	4	23	1	14	28	93
ENSDARG00000058999	cdx1b	0	0	0	0	0	0	0	1	8	8	6	0.4	0	0	0	0	0	0
ENSDARG00000059001	pim2	6	7	20	3	29	12	27	9	5	5	6	7	5	12	12	12	12	2
ENSDARG00000059003	strip2	5	4	3	5	0.6	0	0.2	2	5	4	4	2	2	1	0.1	0.2	0.6	5
ENSDARG00000059006	otud5a	37	33	26	6	12	25	18	22	15	14	16	18	21	17	21	17	17	7
ENSDARG00000059015	lim2.2	0	0	0	0	0	0	0	0	1	1	0.9	0	0	0	1	0.9	0.9	0
ENSDARG00000059020	thap1	23	28	23	7	13	9	9	4	6	8	5	5	6	4	8	7	5	8
ENSDARG00000059026	zgc:123217	0	0	0	0	0	0	0	1	2	1	1	0.8	0	0.5	0	0	0	0
ENSDARG00000059028	srrd	3	4	3	5	2	4	3	2	2	2	2	3	3	3	5	5	4	3
ENSDARG00000059029	mmp28	0	0	0.1	0	0.1	0	0	2	1	1	1	3	1	2	0.3	0.6	0.9	0
ENSDARG00000059035	porb	22	23	16	30	5	2	3	5	25	25	14	5	3	6	3	2	4	37
ENSDARG00000059039	mhc1ula	0	0	0	0	0	0.5	0.4	1	1	1	1	2	0.6	2	0	0.4	1	0
ENSDARG00000059043	ntf3	0	0	0	0	0	0	0	0.8	2	2	0.8	0.7	0	0.6	0	0	0	0
ENSDARG00000059044	epm2a	6	4	3	4	2	0	0.8	0	1	1	2	0	0.8	0	0	0	0	2
ENSDARG00000059046	psmd5	10	8	3	9	2	5	4	8	6	4	8	11	17	13	9	13	13	10
ENSDARG00000059048	mpzl1l	5	4	5	3	9	17	13	12	13	11	10	11	13	9	13	10	12	2
ENSDARG00000059049	zgc:174904	0	0	0	0	0	0	0	4	7	6	5	10	3	16	7	5	10	0
ENSDARG00000059053	slc13a4	0	0	7	0	49	84	77	11	8	5	11	20	4	30	30	11	21	0
ENSDARG00000059054	pdk2b	0	0	0.3	0	0	0	0	1	49	130	29	0.4	0.6	0.8	0.1	0.6	0.3	0
ENSDARG00000059055	ft2	0	0	0	0	0	0	0	0	0.3	0.1	0.2	0	0	0	0	0	0	0
ENSDARG00000059056	ft1	0	0	0	0	0	1	0	0	0.7	0	0	0.7	0	0.7	0.7	0	0.6	0
ENSDARG00000059057	atpv0e2	10	8	2	6	0.9	0	0	32	49	48	58	9	17	5	3	3	3	7
ENSDARG00000059058	vipr1b	0	0	0	0	0	0.5	0	0	0.9	1	0.5	0	0	0	0	0	0	0
ENSDARG00000059059	emsy	15	16	21	4	13	12	13	14	12	16	10	12	16	12	12	12	14	2
ENSDARG00000059060	lgalsla	0.2	0	0.3	0	0.7	0.5	0.5	2	4	3	3	2	2	2	0.9	1	2	0
ENSDARG00000059064	rassf3	34	36	12	28	5	5	5	5	8	7	8	7	5	10	10	16	16	14
ENSDARG00000059067	jupb	0.5	0.3	0.3	0	0.3	0	0.3	0.4	3	3	1	0.3	0.4	0	0	0	0	0
ENSDARG00000059070	gars	38	51	40	2	27	43	32	62	45	46	53	80	72	96	85	86	99	2
ENSDARG00000059073	gsc	1	1	27	0.7	44	18	23	7	6	4	8	0.5	2	0	2	0	0	0.5
ENSDARG00000059075	nip7	28	35	35	8	60	90	73	14	16	16	16	26	26	45	99	103	82	5
ENSDARG00000059079	vps25	26	41	42	3	41	20	30	19	19	12	20	21	21	22	27	25	27	2
ENSDARG00000059081	PRSS35 (1 of many)	0	0	4	0	3	0.5	2	0.5	0.6	0	0	0	0	0.2	0.5	0	0	0
ENSDARG00000059083	PPP2R5C (1 of many)	0	0	0	0	0	2	0.6	18	10	12	14	19	19	21	9	12	16	0
ENSDARG00000059090	SSTR2 (1 of many)	0	0	0	0	0	0	0	2	3	2	2	1	1	2	0.5	0	0.5	0
ENSDARG00000059093	ANK1 (1 of many)	1	2	0.6	0.5	0.6	0	0.3	5	3	4	3	3	6	1	0.1	0.4	0.4	0.3
ENSDARG00000059097	nktr	7	8	9	4	17	23	24	14	16	22	14	15	20	15	21	21	21	3
ENSDARG00000059109	si:dkeyp-113d7.1	1	1	8	0.6	16	27	19	28	16	19	21	27	34	30	36	40	37	0.3
ENSDARG00000059116	heatr5b	2	2	2	5	1	1	0.9	4	5	4	4	3	4	2	3	3	3	0.9
ENSDARG00000059121	EFEMP1 (1 of many)	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.4	0	0	0	0
ENSDARG00000059123	plcd1a	0	0	1	0	19	27	23	7	8	6	6	9	4	7	4	2	4	0
ENSDARG00000059125	prkacbb	18	28	25	41	18	8	10	10	9	8	10	11	11	9	14	13	13	20
ENSDARG00000059128	uqcrh	32	45	32	20	87	101	76	127	139	103	151	129	112	129	150	162	122	19
ENSDARG00000059131	spdya	15	17	13	5	5	1	0.9	0	0	0	0	0	0	0.6	0.6	0.4	0.5	1
ENSDARG00000059139	wfikkn2b	0	0	0.4	0	0	0.2	0.3	0.3	0.4	0	0.6	0	0.2	0	0	0.1	0	0
ENSDARG00000059150	tmem107	7	8	11	16	10	11	8	7	7	7	6	7	7	7	11	11	9	14
ENSDARG00000059163	irbp	0.4	0.3	0.1	0	0	0	0.1	0.6	108	181	35	0.3	0.3	0	0	0	0	0
ENSDARG00000059166	SLC22A13	0	0.1	0	0	0	0	0	0.3	0.6	1	0.4	0	0	0	0	0	0	0
ENSDARG00000059175	cep19	0	0	1	0	3	6	5	2	2	3	2	3	2	3	4	3	3	0
ENSDARG00000059177	tax1bp3	13	13	12	18	14	11	13	21	13	10	17	29	22	32	19	30	34	16
ENSDARG00000059202	tspan2b	2	1	2	3	2	1	0.9	6	6	7	6	4	4	3	1	1	2	2
ENSDARG00000059209	abhd13	19	18	5	9	0.6	2	0.6	2	3	2	3	2	2	0.8	0.9	1	1	6
